EOL page ID,Scientific Name,Common Name,Measurement,Value,Measurement URI,Value URI,Raw Units (direct from source),Raw Units URI (normalized),Supplier,Content Partner Resource URL,source,measurement unit,sex,measurement method,contributor,citation,scientific name
210927,Himantura jenkinsii,Jenkins Whipray,body width,110.8,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=12589,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=12589""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 2263, uri: ""http://purl.obolibrary.org/obo/PATO_0000383"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-24 01:44:48"", updated_at: ""2015-08-12 16:23:47"", exclude_from_exemplars: false, position: 2574, uri_type_id: 3, ontology_information_url: ""http://bioportal.bioontology.org/ontologies/PATO"", ontology_source_url: ""http://purl.obolibrary.org/obo/pato.owl"", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Pascualita Sa-a""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Himantura jenkinsii (Annandale, 1909)""]"
7185360,Himantura leoparda,Marbled Stingray,body width,110.5,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=64147,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=64147""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 2263, uri: ""http://purl.obolibrary.org/obo/PATO_0000383"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-24 01:44:48"", updated_at: ""2015-08-12 16:23:47"", exclude_from_exemplars: false, position: 2574, uri_type_id: 3, ontology_information_url: ""http://bioportal.bioontology.org/ontologies/PATO"", ontology_source_url: ""http://purl.obolibrary.org/obo/pato.owl"", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Estelita Emily Capuli""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Himantura leoparda Manjaji-Matsumoto & Last, 2008""]"
356102,Gymnura zonura,Zonetail Butterfly Ray,body width,106,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=12593,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=12593""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 4025, uri: ""http://eol.org/schema/terms/maleOrUnsexed"", vetted_id: 0, visibility_id: 0, created_at: ""2015-03-10 21:56:51"", updated_at: ""2015-03-10 21:56:51"", exclude_from_exemplars: false, position: 4313, uri_type_id: 3, ontology_information_url: """", ontology_source_url: """", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Susan M. Luna""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Gymnura zonura (Bleeker, 1852)""]"
206084,Himantura bleekeri,Whiptail Stingray,body width,105,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=13148,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=13148""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 4025, uri: ""http://eol.org/schema/terms/maleOrUnsexed"", vetted_id: 0, visibility_id: 0, created_at: ""2015-03-10 21:56:51"", updated_at: ""2015-03-10 21:56:51"", exclude_from_exemplars: false, position: 4313, uri_type_id: 3, ontology_information_url: """", ontology_source_url: """", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Armi G. Torres""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Himantura bleekeri (Blyth, 1860)""]"
210784,Dasyatis hastata,,body width,104,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=60852,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=60852""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 4025, uri: ""http://eol.org/schema/terms/maleOrUnsexed"", vetted_id: 0, visibility_id: 0, created_at: ""2015-03-10 21:56:51"", updated_at: ""2015-03-10 21:56:51"", exclude_from_exemplars: false, position: 4313, uri_type_id: 3, ontology_information_url: """", ontology_source_url: """", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Armi G. Torres""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Dasyatis hastata (DeKay, 1842)""]"
39631488,Aetobatus narutobiei,Naru Eagle Ray,body width,100.0,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=67276,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=67276""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 4025, uri: ""http://eol.org/schema/terms/maleOrUnsexed"", vetted_id: 0, visibility_id: 0, created_at: ""2015-03-10 21:56:51"", updated_at: ""2015-03-10 21:56:51"", exclude_from_exemplars: false, position: 4313, uri_type_id: 3, ontology_information_url: """", ontology_source_url: """", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Estelita Emily Capuli""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Aetobatus narutobiei White, Furumitsu & Yamaguchi, 2013""]"
596557,Myliobatis freminvillei,Bullnose Ray,body width,100.0,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=1251,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=1251""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 4025, uri: ""http://eol.org/schema/terms/maleOrUnsexed"", vetted_id: 0, visibility_id: 0, created_at: ""2015-03-10 21:56:51"", updated_at: ""2015-03-10 21:56:51"", exclude_from_exemplars: false, position: 4313, uri_type_id: 3, ontology_information_url: """", ontology_source_url: """", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Susan M. Luna""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]",
579939,Dasyatis lata,Brown Stingray,body width,100.0,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=27065,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=27065""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 4025, uri: ""http://eol.org/schema/terms/maleOrUnsexed"", vetted_id: 0, visibility_id: 0, created_at: ""2015-03-10 21:56:51"", updated_at: ""2015-03-10 21:56:51"", exclude_from_exemplars: false, position: 4313, uri_type_id: 3, ontology_information_url: """", ontology_source_url: """", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Cristina V. Garilao""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Dasyatis lata (Garman, 1880)""]"
208605,Rhinobatos percellens,Southern Guitarfish,body width,100.0,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=140,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=140""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 4025, uri: ""http://eol.org/schema/terms/maleOrUnsexed"", vetted_id: 0, visibility_id: 0, created_at: ""2015-03-10 21:56:51"", updated_at: ""2015-03-10 21:56:51"", exclude_from_exemplars: false, position: 4313, uri_type_id: 3, ontology_information_url: """", ontology_source_url: """", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Susan M. Luna""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]",
1156452,Dasyatis say,Say&#39;s Stingray,body width,100.0,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=2575,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=2575""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 4025, uri: ""http://eol.org/schema/terms/maleOrUnsexed"", vetted_id: 0, visibility_id: 0, created_at: ""2015-03-10 21:56:51"", updated_at: ""2015-03-10 21:56:51"", exclude_from_exemplars: false, position: 4313, uri_type_id: 3, ontology_information_url: """", ontology_source_url: """", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Rainer Froese""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Dasyatis say (Lesueur, 1817)""]"
204036,Dasyatis margarita,Whipray,body width,100.0,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=4954,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=4954""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 4025, uri: ""http://eol.org/schema/terms/maleOrUnsexed"", vetted_id: 0, visibility_id: 0, created_at: ""2015-03-10 21:56:51"", updated_at: ""2015-03-10 21:56:51"", exclude_from_exemplars: false, position: 4313, uri_type_id: 3, ontology_information_url: """", ontology_source_url: """", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Susan M. Luna""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]",
206085,Himantura fluviatilis,Gangetic Stingray,body width,100.0,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=13149,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=13149""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 4025, uri: ""http://eol.org/schema/terms/maleOrUnsexed"", vetted_id: 0, visibility_id: 0, created_at: ""2015-03-10 21:56:51"", updated_at: ""2015-03-10 21:56:51"", exclude_from_exemplars: false, position: 4313, uri_type_id: 3, ontology_information_url: """", ontology_source_url: """", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Armi G. Torres""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Himantura fluviatilis (Hamilton, 1822)""]"
356378,Mobula eregoodootenkee,Smaller Devilray,body width,100.0,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=25622,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=25622""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 4025, uri: ""http://eol.org/schema/terms/maleOrUnsexed"", vetted_id: 0, visibility_id: 0, created_at: ""2015-03-10 21:56:51"", updated_at: ""2015-03-10 21:56:51"", exclude_from_exemplars: false, position: 4313, uri_type_id: 3, ontology_information_url: """", ontology_source_url: """", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Cristina V. Garilao""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Mobula eregoodootenkee (Bleeker, 1859)""]"
1004171,Himantura lobistoma,Tubemouth Whipray,body width,100,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=63391,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=63391""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 2263, uri: ""http://purl.obolibrary.org/obo/PATO_0000383"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-24 01:44:48"", updated_at: ""2015-08-12 16:23:47"", exclude_from_exemplars: false, position: 2574, uri_type_id: 3, ontology_information_url: ""http://bioportal.bioontology.org/ontologies/PATO"", ontology_source_url: ""http://purl.obolibrary.org/obo/pato.owl"", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Estelita Emily Capuli""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Himantura lobistoma Manjaji-Matsumoto & Last, 2006""]"
994181,Potamotrygon brachyura,Short-tailed River Stingray,body width,95.0,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=53772,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=53772""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 4025, uri: ""http://eol.org/schema/terms/maleOrUnsexed"", vetted_id: 0, visibility_id: 0, created_at: ""2015-03-10 21:56:51"", updated_at: ""2015-03-10 21:56:51"", exclude_from_exemplars: false, position: 4313, uri_type_id: 3, ontology_information_url: """", ontology_source_url: """", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Armi G. Torres""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Potamotrygon brachyura (Günther, 1880)""]"
223329,Myliobatis longirostris,Snouted Eagle Ray,body width,95.0,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=13199,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=13199""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 4025, uri: ""http://eol.org/schema/terms/maleOrUnsexed"", vetted_id: 0, visibility_id: 0, created_at: ""2015-03-10 21:56:51"", updated_at: ""2015-03-10 21:56:51"", exclude_from_exemplars: false, position: 4313, uri_type_id: 3, ontology_information_url: """", ontology_source_url: """", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Rainer Froese""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Myliobatis longirostris Applegate & Fitch, 1964""]"
221920,Dipturus pullopunctatus,Skate,body width,94.0,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=7960,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=7960""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 4025, uri: ""http://eol.org/schema/terms/maleOrUnsexed"", vetted_id: 0, visibility_id: 0, created_at: ""2015-03-10 21:56:51"", updated_at: ""2015-03-10 21:56:51"", exclude_from_exemplars: false, position: 4313, uri_type_id: 3, ontology_information_url: """", ontology_source_url: """", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Pascualita Sa-a""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Dipturus pullopunctatus (Smith, 1964)""]"
